Indicador11,Municipio,Sexo,Grupo_Etareo,Año,Valor1
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,De 70 a 74 Años,2015,20
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,De 70 a 74 Años,2016,12.5
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,De 70 a 74 Años,2017,9.52
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,De 70 a 74 Años,2018,13.64
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,De 70 a 74 Años,2021,22.22
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,De 70 a 74 Años,2022,17.24
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,De 70 a 74 Años,2023,10.2
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,De 70 a 74 Años,2024,19.44
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,De 75 a 79 Años,2013,11.11
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,De 75 a 79 Años,2014,5
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,De 75 a 79 Años,2015,8.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,De 75 a 79 Años,2016,16.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,De 75 a 79 Años,2017,16.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,De 75 a 79 Años,2018,23.53
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,De 75 a 79 Años,2021,10
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,De 75 a 79 Años,2022,5.88
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,De 75 a 79 Años,2023,8.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,De 75 a 79 Años,2024,21.05
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,De 80 años o más,2012,14.29
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,De 80 años o más,2014,11.11
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,De 80 años o más,2015,13.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,De 80 años o más,2017,18.18
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,De 80 años o más,2018,9.52
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,De 80 años o más,2019,12.5
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,De 80 años o más,2020,33.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,De 80 años o más,2021,6.9
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,De 80 años o más,2022,6.25
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,De 80 años o más,2023,10.81
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,De 80 años o más,2024,11.11
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,TOTAL,2009,0.89
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,TOTAL,2010,5.52
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,TOTAL,2011,6.47
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,TOTAL,2012,11.7
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,TOTAL,2013,15.32
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,TOTAL,2014,18.09
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,TOTAL,2015,38.95
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,TOTAL,2016,55.69
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,TOTAL,2017,35.94
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,TOTAL,2018,40.4
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,TOTAL,2019,26.53
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,TOTAL,2020,33.18
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,TOTAL,2021,34.87
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,TOTAL,2022,41.74
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,TOTAL,2023,39.27
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Abejorral,Total,TOTAL,2024,46.15
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Femenino,TOTAL,2015,3.13
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Femenino,TOTAL,2017,15.38
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Femenino,TOTAL,2018,7.69
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Femenino,TOTAL,2019,8.62
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Femenino,TOTAL,2020,17.86
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Femenino,TOTAL,2021,23.08
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Femenino,TOTAL,2022,21.88
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Femenino,TOTAL,2023,39.22
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Femenino,TOTAL,2024,40.82
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Masculino,TOTAL,2011,11.11
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Masculino,TOTAL,2012,9.09
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Masculino,TOTAL,2013,5.26
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Masculino,TOTAL,2016,9.09
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Masculino,TOTAL,2017,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Masculino,TOTAL,2018,3.7
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Masculino,TOTAL,2019,7.89
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Masculino,TOTAL,2020,8.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Masculino,TOTAL,2021,5.88
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Masculino,TOTAL,2022,6.9
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Masculino,TOTAL,2023,27.91
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Masculino,TOTAL,2024,30
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Total,De 0 a 04 Años,2017,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Total,De 0 a 04 Años,2018,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Total,De 0 a 04 Años,2022,33.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Total,De 0 a 04 Años,2023,40
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Total,De 0 a 04 Años,2024,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Total,De 05 a 09 Años,2016,100
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Total,De 05 a 09 Años,2018,100
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Total,De 05 a 09 Años,2021,50
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Total,De 05 a 09 Años,2023,55.56
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Total,De 05 a 09 Años,2024,28.57
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Total,De 10 a 14 Años,2015,33.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Total,De 10 a 14 Años,2018,100
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Total,De 10 a 14 Años,2019,33.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Total,De 10 a 14 Años,2021,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Total,De 10 a 14 Años,2022,25
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Total,De 10 a 14 Años,2023,50
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Total,De 10 a 14 Años,2024,100
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Total,De 15 a 19 Años,2011,100
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Total,De 15 a 19 Años,2012,100
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Total,De 15 a 19 Años,2017,50
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Total,De 15 a 19 Años,2018,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Alejandria,Total,De 15 a 19 Años,2020,33.33
